NAME,neighbourhood_group,neighbourhood,room_type,price,number_of_reviews,last_review
DELIGHTFUL LIGHTHOUSE -DIRECT TRAIN TO JFK AIRPORT,Manhattan,Midtown,Private room,95,67,11/06/2019
TRAVELER¬ÄôS NEST - STRAIGHT TRAIN FROM JFK AIRPORT,Brooklyn,Greenpoint,Entire home/apt,110,34,19/05/2018
3 BEDROOM APT AT $249 PER NIGHT.,Brooklyn,Bay Ridge,Entire home/apt,170,137,04/07/2019
"ENTIRE FLOOR, PRIVATE BATHROOM -DIRECT RIDE TO JFK",Brooklyn,Bedford-Stuyvesant,Entire home/apt,172,9,27/03/2019
LONG TERM SUBLET BROOKLYN,Brooklyn,Bedford-Stuyvesant,Private room,77,145,02/06/2019
PERFECT HOME AWAY FROM HOME IN NYC!,Brooklyn,Navy Yard,Entire home/apt,125,15,18/06/2019
TALL CEILINGS & SUNLIGHT GALORE,Queens,Sunnyside,Private room,75,111,24/06/2019
¬ù§œ∏èLOVELY HISTORIC BROWNSTONE CHARM¬ù§œ∏è LEGAL LISTING,Brooklyn,Crown Heights,Private room,55,27,05/07/2019
TINY PRIVATE ARTIST'S STUDIO IN NYC,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,216,24/06/2019
EAST VILLAGE -  BEAUTIFUL 1 BEDROOM,Brooklyn,Park Slope,Entire home/apt,545,6,29/12/2018
A NICE ROOM AND FREE PARKING,Manhattan,Washington Heights,Private room,70,277,13/06/2019
BEAUTIFUL PRIVATE WILLIAMSBURG SUITE WITH TERRACE,Brooklyn,Bushwick,Private room,55,20,25/06/2019
CHARMING ROOM A - PRIVATE BALCONY!!,Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,116,29/05/2019
SUNNY ROOM 2 IN CHARMING AREA :),Manhattan,Upper West Side,Entire home/apt,200,22,01/07/2019
"CHE' RANDALL 
SOBRO
10 MIN FROM MANHATTAN!",Brooklyn,Fort Greene,Entire home/apt,400,120,23/06/2019
ROOM IN 3 BEDROOM APT.,Manhattan,West Village,Entire home/apt,197,207,30/06/2019
ENJOY VIEWS OF NYC SKYLINE,Brooklyn,Kensington,Entire home/apt,395,20,14/08/2018
HOTEL GABRIELLE,Brooklyn,Bedford-Stuyvesant,Private room,100,2,28/08/2016
1-BDRM ENTIRE APARTMENT ST. GEORGE,Brooklyn,Brownsville,Entire home/apt,75,135,01/07/2019
CLEAN & COZY ROOM IN GREAT LOCATION,Manhattan,Gramercy,Entire home/apt,180,72,02/01/2019
LA BOH√®ME/ AUTHENTIC NYC EXPERIENCE,Manhattan,Upper East Side,Private room,73,48,19/01/2019
EUROPEAN ECO-CHIC IN TRENDY BKLYN 2,Manhattan,Upper East Side,Private room,87,61,29/05/2019
BROOKLYN BEDSTUY PIED-A-TERRE,Manhattan,Upper East Side,Private room,74,60,27/06/2019
CHARMING ROOM OFF THE L TRAIN,Manhattan,Greenwich Village,Entire home/apt,199,48,19/06/2019
"MODERN, COZY & BRIGHT PRIVATE ROOM AND BATHROOM",Manhattan,East Village,Entire home/apt,195,7,22/10/2017
BRIGHT AND CHEERFUL,Brooklyn,Crown Heights,Private room,99,27,25/10/2018
COZY PARK SLOPE GROUND FLOOR APT,Brooklyn,Clinton Hill,Entire home/apt,175,121,21/01/2019
"ARTIST LOFT IN PRIME WILLIAMSBURG, ART EVERYWHERE!",Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,10,13/11/2018
LARGE BED IN AMAZING LIVING SPACE,Brooklyn,Bedford-Stuyvesant,Entire home/apt,199,118,01/07/2019
VIEWS TO DIE FOR APARTMENT ON WATER,Queens,Sunnyside,Entire home/apt,100,70,01/07/2019
BROWNSTONE DUPLEX HARLEM/COLUMBIA U,Queens,Astoria,Shared room,45,38,04/07/2019
SPACIOUS UWS PRE-WAR GUEST ROOM!,Manhattan,East Harlem,Private room,72,204,05/07/2019
1BD GARDEN APARTMENT IN FORT GREENE,Manhattan,East Village,Entire home/apt,129,179,08/06/2019
COZY NYC BEDROOM IN THE BEST MANHATTAN LOCATION!,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,168,27/06/2019
BRAND NEW HUGE 1 BED@TIMES SQ!!!!!!,Manhattan,Upper East Side,Entire home/apt,185,1,15/09/2014
CHARMING STUDIO APT W HOME THEATER,Brooklyn,Bedford-Stuyvesant,Private room,45,8,01/05/2019
PEACEFUL ROOM IN SWEET NEIGHBORHOOD,Brooklyn,Greenpoint,Entire home/apt,129,6,01/04/2019
"CENTRAL PARK- 5 MINS. AWAY, SUBWAY ON CORNER(MED.)",Brooklyn,Bushwick,Private room,68,12,05/12/2018
BEST LOCATION 12ST BY UNION SQUARE,Brooklyn,Williamsburg,Entire home/apt,140,21,13/09/2016
THE HUB FOR TWO,Manhattan,Midtown,Entire home/apt,136,9,16/12/2018
"SUNNY, SPACIOUS & SWEET 2BD HOME!",Manhattan,Hell's Kitchen,Private room,125,133,26/06/2019
3 BDR APT-JUST MINUTES TO MANHATTAN,Manhattan,Upper East Side,Private room,82,56,29/06/2019
COLUMBIA PRESBYTERIAN MED CTR * 2 BEDROOM APT*,Brooklyn,Bedford-Stuyvesant,Entire home/apt,117,105,27/06/2019
CHARMING PRIVATE ROOM,Manhattan,Upper East Side,Private room,71,55,01/06/2019
BOARDING ROOM-STYLE MINI APARTMENT/HARLEM OASIS,Manhattan,Chelsea,Entire home/apt,390,10,02/01/2019
BEAUTIFUL 1BR IN WEST HARLEM!,Staten Island,St. George,Private room,58,93,06/05/2019
COLUMBIA PRESBYTERIAN MED CTR *AURA* STUDIO APT,Manhattan,East Harlem,Private room,80,47,23/05/2019
SPACIOUS ROOM IN EAST VILLAGE/NOHO,Brooklyn,Williamsburg,Private room,115,78,01/07/2019
BIG & BRIGHT W TERRACE NEAR PARK!,Manhattan,Upper East Side,Entire home/apt,95,10,10/11/2018
HEART OF MANHATTAN,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,72,17/06/2019
PRIVATE GARDEN VIEW ¬Äî ECO HOME ¬Äî 3 MIN TO SUBWAY!,Manhattan,Gramercy,Private room,69,177,22/06/2019
OVERSIZED 1BR~UNION SQUARE~SLEEPS 4~BEST VALUE,Manhattan,Morningside Heights,Private room,85,25,02/01/2019
LOFT IN SOUTH PARK SLOPE (BROOKLYN),Brooklyn,Crown Heights,Entire home/apt,117,82,16/06/2019
CENTRAL PARK W PRISTINE APARTMENT,Manhattan,West Village,Entire home/apt,219,68,25/06/2019
2 LARGE ROOMS IN SUNNY BROWNSTONE,Queens,Astoria,Entire home/apt,100,141,02/07/2019
PRIVATE ROOM IN 3BD APT WITH A QUEEN BED,Brooklyn,Prospect Heights,Entire home/apt,320,39,21/04/2019
BIG MANHATTAN APARTMENT 3 BEDROOMS BIG LIVING ROOM,Manhattan,Kips Bay,Private room,95,54,16/12/2018
CUTE ONE-BEDROOM ON TREELINED BLOCK,Brooklyn,Bushwick,Private room,110,16,15/06/2019
SUNNY APT NEAR PARK AND SUBWAYS IN WINDSOR TERR,Manhattan,Harlem,Entire home/apt,105,2,31/08/2018
GARDEN HOUSE IN THE EAST BRONX,Brooklyn,Williamsburg,Entire home/apt,134,46,18/06/2019
URBAN SANCTUARY NEAR BEDFORD L!,Brooklyn,Flatbush,Private room,45,9,16/05/2018
SUPER COOL AND SUNNY APARTMENT IN CROWN HEIGHTS,Manhattan,Kips Bay,Entire home/apt,200,3,15/05/2016
LIVE IN HARLEM CLOSE TO COLUMBIA U!,Manhattan,Hell's Kitchen,Private room,110,79,24/06/2019
WEST WING PRIVATE ROOM IN NYC LOFT,Manhattan,East Harlem,Entire home/apt,150,72,29/04/2019
HOME ON KISSENA PARK IN FLUSHING NYC,Brooklyn,Bushwick,Entire home/apt,149,234,23/06/2019
COZY ATTIC WITH PRIVATE BATH,Manhattan,Morningside Heights,Private room,85,52,05/06/2019
4 BEDROOMS PRIVATE HOUSE,Queens,Astoria,Entire home/apt,170,116,13/06/2019
"ROOM IN LIC, QUEENS BRICK TOWNHOUSE",Bronx,Mount Hope,Private room,40,59,05/04/2019
"HISTORIC, SUNNY PROSPECT PARK APT!",Manhattan,Upper East Side,Private room,95,389,01/07/2019
2000SQ $2 MILLION 3 STORY TOWNHOUSE,Manhattan,Lower East Side,Private room,95,64,23/06/2019
COZY 1BD IN A COOL NEIGHBORHOOD.,Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,173,06/07/2019
SUNNY ROOM 15MIN FROM MANHATTAN,Brooklyn,Prospect Heights,Entire home/apt,120,21,19/05/2019
1 BR UPPER EAST SIDE,Brooklyn,Bedford-Stuyvesant,Private room,40,8,05/06/2019
CHIC 2BED-2BATH MANHATTAN DREAM,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,135,28/05/2019
STUDIO APT EAST HARLEM,Manhattan,Harlem,Entire home/apt,120,80,29/06/2019
NICE COZY STUDIO APT CLOSE TO ALL,Brooklyn,Bedford-Stuyvesant,Private room,120,82,21/06/2019
2 BED/2 BATH - DRIVEWAY & BACKYARD!,Manhattan,Harlem,Shared room,115,16,26/05/2019
IDEAL GREENPOINT LOCATION,Manhattan,Greenwich Village,Private room,170,20,02/05/2019
HELL'S KITCHEN 1 BEDROOM,Brooklyn,Williamsburg,Entire home/apt,124,85,23/06/2019
BEAUTIFUL HUGE STUDIO.. 52ST 3AVE.,Manhattan,Upper West Side,Entire home/apt,104,16,23/12/2018
BEAUTIFUL BROWNSTONE IN GREENPOINT,Manhattan,Upper West Side,Entire home/apt,99,14,19/06/2019
PRIVATE ROOM IN A SHARED APT BY COLUMBIA UNIV,Brooklyn,Fort Greene,Entire home/apt,158,5,30/03/2019
THE MANHATTAN CLUB STUDIO NEW YORK,Bronx,Mott Haven,Private room,55,276,17/06/2019
CHIC CALM IN THE HEART OF SOHO,Manhattan,Harlem,Private room,72,154,22/06/2019
AMAZING 2 BEDROOM CHELSEA,Manhattan,West Village,Entire home/apt,170,12,12/08/2018
MOMA CASANOVA. NEW ADDITIONS!,Brooklyn,Clinton Hill,Entire home/apt,150,15,25/05/2019
CLASSIC SOHO BROWNSTONE,Manhattan,Inwood,Private room,39,13,30/06/2019
HARMONY HOUSE 2 ON MADISON STREET,Queens,Ridgewood,Private room,49,77,22/06/2019
STYLISH POP-ART STUDIO ON TRENDY UWS,Queens,Woodside,Private room,39,9,14/05/2019
"CLEAN, COMFY & CASUAL PRIVATE ROOM - 1MIN TO TRAIN",Manhattan,East Village,Entire home/apt,200,78,12/05/2019
ORCHARD STREET STUDIO !,Manhattan,West Village,Entire home/apt,200,17,28/06/2019
SPACE IN APT IN PERFECT LOCATION,Brooklyn,Williamsburg,Private room,105,372,21/06/2019
WOW HISTORICAL BROOKLYN NEW YORK!@!,Manhattan,East Village,Entire home/apt,260,299,23/06/2019
A COZY 4 BEDRM APT QUEEN(5MINSLGA),Brooklyn,Canarsie,Entire home/apt,90,96,24/06/2019
SOLO TRAVELER OASIS,Queens,St. Albans,Entire home/apt,239,11,20/11/2018
BRIGHT LARGE BED NEAR MANHATTAN,Manhattan,Chelsea,Entire home/apt,195,31,09/12/2018
SPACIOUS SUNNY STUDIO IN LES,Bronx,Mott Haven,Private room,53,321,12/06/2019
RELAXING BROOKLYN GETAWAY,Manhattan,Hell's Kitchen,Private room,99,147,19/05/2019
CONTEMPORARY MODERN STUDIO,Manhattan,Battery Park City,Entire home/apt,130,4,07/05/2015
MINI STUDIO IN NY CITY SAFEST AREA,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,252,22/06/2019
MODERN VIBRANT LARGE COZY BEDROOM* ∆≠£…ù¢»?Ω…áè,Brooklyn,Prospect Heights,Private room,85,206,18/06/2019
BRAND NEW 1BD / STEPS CENTRAL PARK!,Manhattan,Harlem,Private room,68,164,21/06/2019
PRIVATE ROOM IN A GOODHOME,Manhattan,Hell's Kitchen,Entire home/apt,87,6,21/04/2019
"BIG BEDROOM, HEART OF WILLIAMSBURG",Brooklyn,Prospect-Lefferts Gardens,Private room,89,52,23/09/2018
NICE AND COMFORTABLE PRIVATE ROOM,Brooklyn,Bushwick,Entire home/apt,150,203,22/06/2019
CHINATOWN/LOWER EAST SIDE ROOM,Queens,Forest Hills,Private room,125,128,18/05/2019
ZEN URBAN SANCTUARY.,Queens,Forest Hills,Private room,145,75,19/05/2019
A COUCH IN EAST WILLIAMSBURG NEAR TRAIN.,Manhattan,Murray Hill,Entire home/apt,87,7,31/05/2019
SUNNY 1 BD -PROSPECT PARK!,Queens,Sunnyside,Private room,50,6,24/06/2019
PRIVATE ROOMS @ TOWNHOUSE,Manhattan,Hell's Kitchen,Entire home/apt,150,11,23/03/2019
LES SUNNY STUDIO ON CHRYSTIE STREET,Manhattan,Upper West Side,Private room,95,2,27/05/2016
CALM AIRY TOP FLOOR W'BURGH 1.5 BED,Manhattan,Murray Hill,Entire home/apt,200,7,20/08/2018
4500 SQ FT QUIET BROOKLYN LOFT FOR SHOOTS & EVENTS,Manhattan,Upper West Side,Entire home/apt,325,70,26/05/2019
BROOKLYN ZEN GEM W/PERSONAL BALCONY,Manhattan,Upper West Side,Entire home/apt,140,4,04/09/2017
CHARMING STUDIO NEAR LITTLE ITALY!,Brooklyn,Bedford-Stuyvesant,Private room,33,52,08/04/2019
"AMAZING 1BEDROOM UPTOWN, MANHATTAN",Queens,Astoria,Private room,39,9,26/07/2018
CENTRAL WILLIAMSBURG ROOM,Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,138,24/06/2019
MIDTOWN EAST 1 BDR APT -  BEST AREA OF MANHATTAN,Queens,Long Island City,Private room,79,39,06/07/2019
1 BEDROOM IN A 2 BEDROOM APARTMENT,Manhattan,Harlem,Entire home/apt,125,10,12/06/2019
"AMAZING 2 BEDROOM BKLYN APT, NEAR SUNY DOWNSTATE!",Brooklyn,Canarsie,Private room,40,41,03/05/2019
SHARED ROOM IN LUXURIOUS 2BD,Brooklyn,Bushwick,Private room,45,25,28/03/2019
ON THE PARK -- ONE-BEDROOM.,Manhattan,West Village,Entire home/apt,265,21,30/03/2019
"MARILYN'S HOME STAY 1, BROOKLYN, NY",Manhattan,Greenwich Village,Private room,115,70,26/08/2018
GREAT LOFT IN WILLIAMSBURG-BROOKLYN,Brooklyn,Canarsie,Private room,45,23,23/06/2019
DOUBLE BED IN A CENTRAL LOCATION,Queens,Ditmars Steinway,Private room,50,164,20/06/2019
MODERN 3BR BROWNSTONE APARTMENT,Brooklyn,Bedford-Stuyvesant,Private room,72,36,29/06/2019
ENSUITE REDROOM,Queens,Ditmars Steinway,Private room,50,207,21/06/2019
ORANGE ROOM,Brooklyn,Bedford-Stuyvesant,Private room,57,43,26/05/2019
NYC SPACE,Queens,East Elmhurst,Entire home/apt,120,102,04/06/2019
NEAT HOME 20 MIN TO LGA AIRPORT,Manhattan,Upper West Side,Entire home/apt,249,80,06/07/2019
A PERFECT STAY,Brooklyn,Williamsburg,Entire home/apt,90,17,24/01/2019
"LARGE BEDROOM, LOVELY BACKYARD & SEPARATE WC",Brooklyn,Williamsburg,Entire home/apt,120,18,26/02/2019
STRAWBERRY FIELDS,Brooklyn,Downtown Brooklyn,Entire home/apt,150,68,13/06/2019
"MANHATTAN, NEAR SUBWAY, QUIET STREET IN LES!",Manhattan,Upper East Side,Private room,80,18,18/11/2017
"»øë≈å∞…ìÅ≈èä≈∏Çƒ∏≠≈ø?,≈π≤≈áÄ NYC 30 MIN TO MANHATTAN",Manhattan,Harlem,Entire home/apt,120,6,23/01/2019
"COZY ROOM, GREAT APARTMENT, NICE AND SAFETY AREA",Manhattan,SoHo,Private room,149,55,22/05/2019
"LARGE, BRIGHT & AIRY 2BR LOFT IN ¬ù§œ∏èOF WILLIAMSBURG",Manhattan,Upper East Side,Entire home/apt,130,2,16/07/2016
SUNNY/SPACIOUS 2 BEDROOM WASHINGTON HEIGHTS,Brooklyn,Flatlands,Entire home/apt,139,108,06/07/2019
2BR. BROOKLYN LOFT,Manhattan,Upper West Side,Private room,65,12,30/09/2017
THE HEART OF FORT GREENE,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,59,08/06/2019
BROOKLYN ZEN GEM RESTFUL RETREAT,Queens,Arverne,Private room,149,91,01/07/2019
MODERN QUIET GEM NEAR ALL,Brooklyn,Sunset Park,Entire home/apt,135,15,07/07/2019
PERFECTLY LOCATED WEST VILLAGE LOFT,Manhattan,Washington Heights,Private room,105,104,24/06/2019
GORGEOUS BEDROOM IN VICTORIAN HOME W/PRIVATE BATH,Manhattan,Hell's Kitchen,Entire home/apt,860,39,17/08/2016
WELL DESIGNED APT WITH YARD!,Manhattan,Upper West Side,Entire home/apt,98,233,26/06/2019
"COZY, QUIET AND COMFORTABLE 1BR",Manhattan,Upper West Side,Entire home/apt,87,5,16/03/2019
COZY ROOM IN SUPER CONVENIENT AREA,Manhattan,Midtown,Entire home/apt,150,13,05/05/2019
A PEACE HOUSE AND FREE PARKING,Brooklyn,Bushwick,Private room,50,3,09/01/2019
STYLISH 1 BED ROOM IN THE EAST VILLAGE,Manhattan,Upper West Side,Entire home/apt,185,2,16/07/2018
ENSUITE TURQUOISE ROOM,Brooklyn,Bedford-Stuyvesant,Entire home/apt,151,51,07/06/2019
"TRENDY, NEWLY RENOVATED 1 BD APT.",Brooklyn,Greenpoint,Entire home/apt,75,42,18/06/2019
TIMES SQUARE ROOM WITH PRIVATE BATH,Brooklyn,Bushwick,Entire home/apt,150,254,20/06/2019
LEFFERTS APT IN BROWNSTONE @ PARK,Manhattan,East Village,Entire home/apt,250,28,09/06/2019
TWO BEDROOM IN A TOWNHOUSE WITH A PATIO IN NOLITA!,Queens,Elmhurst,Private room,170,4,27/09/2015
BROOKLYN TRANQUIL ARTIST SPACE,Brooklyn,Clinton Hill,Entire home/apt,145,53,02/06/2019
SPACIOUS WILLIAMSBURG DESTINATION,Manhattan,Upper West Side,Private room,250,6,19/05/2015
BROOKLYN PRIVATE ROOM,Manhattan,Upper West Side,Entire home/apt,168,4,31/03/2019
MODERN& PRETTY BEDROOM UPPERBEST!!!!,Manhattan,Harlem,Private room,80,27,29/10/2018
COSY & QUIET BD IN CENTRAL HARLEM,Brooklyn,Crown Heights,Entire home/apt,104,45,30/06/2019
PRIVATE BEDROOM IN BEAUTIFUL APARTMENT,Manhattan,East Harlem,Private room,95,297,03/07/2019
"A HUGE, DEBONAIR LOFT IN MIDTOWN",Queens,Flushing,Private room,95,2,19/05/2019
COZY ARTIST BEDROOM ¬Äî ONLY A 3 MIN WALK TO SUBWAY!,Bronx,Longwood,Private room,100,2,02/01/2019
ENTIRE PRIME UPPER WEST SIDE LARGE STUDIO,Manhattan,Upper West Side,Entire home/apt,195,401,30/06/2019
THE OASIS.,Brooklyn,Bushwick,Private room,45,7,02/01/2019
YOUR HOME AWAY FROM HOME,Manhattan,Financial District,Private room,139,13,15/07/2015
BEST LOCATION - HUGE 2 BEDROOM BY TIMES SQUARE!,Staten Island,Clifton,Entire home/apt,70,242,30/06/2019
GOWANUS BROOKLYN BED,Brooklyn,Greenpoint,Entire home/apt,116,45,31/05/2019
PARK SLOPE -SUNNY 3BR DUPLEX,Manhattan,East Village,Private room,129,32,25/05/2019
STEPS FROM GRAMERCY PARK,Brooklyn,Park Slope,Private room,125,117,30/06/2019
MODERN STDIO  - UPPER EAST,Brooklyn,Fort Greene,Entire home/apt,165,7,04/01/2019
HISTORIC ROOM IN RENOVATED BROWNSTONE,Brooklyn,Williamsburg,Private room,90,10,03/01/2019
1785 THE OLDEST ROW HOUSE IN NEW YORK.,Manhattan,Gramercy,Entire home/apt,120,51,01/07/2019
ROOM IN CONDO,Brooklyn,Bedford-Stuyvesant,Private room,40,73,08/06/2019
THE GOLDEN CHAMBER,Brooklyn,Williamsburg,Private room,75,174,01/07/2019
LOWER EAST SIDE/CHINATOWN BEDROOM,Brooklyn,Bedford-Stuyvesant,Private room,75,99,11/06/2019
"BIG SPACE, GREAT PRICE, A HOME BY MNHN, BEST IN BK",Brooklyn,Kensington,Private room,65,74,02/07/2019
COZY ROOM IN WASHINGTON HEIGHTS APT,Brooklyn,South Slope,Private room,75,14,19/05/2019
BROOKLYN CREATIVE SNOOZE FACTORY,Manhattan,Upper West Side,Private room,150,50,01/01/2019
"SKYLIGHTED FLOOR, ALL YOURS, 23 MINS TO MANHATTAN",Brooklyn,East Flatbush,Private room,95,7,13/10/2018
"COMFY APT! PRIVATE BATHROOM, PRIME LOCATION, PATIO",Manhattan,Upper West Side,Entire home/apt,113,8,01/07/2018
2C  PRIVATE RM IN GUESTHOUSE MANHATTAN,Manhattan,Harlem,Entire home/apt,145,23,02/06/2019
COBBLE HILL BROWNSTONE,Manhattan,East Harlem,Private room,90,295,27/06/2019
UNIQUE SPACE IN RED HOOK,Manhattan,Chelsea,Entire home/apt,95,15,15/01/2019
SUNNY STUDIO IN CLINTON HILL,Manhattan,Upper East Side,Entire home/apt,118,3,31/08/2018
"FAMILY FRIENDLY & COZY APT NEAR SUBWAY, 1 BEDROOM",Manhattan,Upper West Side,Entire home/apt,225,26,23/05/2019
"COZY PRIVATE ROOM, CLOSE TO THE SUBWAY & BEACH",Brooklyn,East Flatbush,Private room,81,4,31/10/2016
MAGICAL OASIS IN BUSHWICK! 20 MIN TO CITY,Brooklyn,Flatbush,Private room,59,12,10/02/2017
"PERFECT ROOM, EAST VILLAGE DREAM",Manhattan,Harlem,Private room,99,75,27/06/2018
STUDIO APT WITH BACKYARD,Brooklyn,Williamsburg,Private room,75,1,28/04/2019
BEAUTIFUL CONDO W/ PRIVATE ROOFTOP,Manhattan,East Village,Entire home/apt,117,7,25/05/2018
PRIVATE ROOM,Brooklyn,Fort Greene,Private room,103,169,30/12/2018
ENTIRE ROWHOUSE+GARDEN+DECK IN PARK SLOPE/GOWANUS,Queens,Briarwood,Private room,70,64,26/09/2018
COZY WILLIAMSBURG BROOKLYN SPACE,Manhattan,Washington Heights,Entire home/apt,90,1,17/10/2014
1 BEDROOM APT IN PVT 2 FAM HOUSE,Manhattan,East Village,Entire home/apt,125,2,26/08/2018
1BR IN EAST HARLEM APT,Brooklyn,Williamsburg,Entire home/apt,175,76,21/06/2019
ASTORIA HUGE BALCONY PRIME LOCATION,Manhattan,Theater District,Private room,130,177,21/06/2019
WBURG 1 BEDROOM - SPACIOUS & SUNNY,Brooklyn,Brooklyn Heights,Private room,129,199,06/07/2019
"COZY,  SINGLE BED ROOM.15MIN TO NYC",Manhattan,Gramercy,Entire home/apt,200,10,29/06/2018
INDUSTRIAL FLEX 2BR DUPLEX LOFT IN BROOKLYN,Manhattan,Theater District,Entire home/apt,189,57,07/07/2019
A BEAUTIFUL AND FRIENDLY BEACH AREA,Manhattan,Upper West Side,Entire home/apt,450,1,30/12/2016
"2 BEDROOM FULLY FURNISHED APT,CLINTON HILL BK",Queens,Elmhurst,Private room,45,20,09/11/2018
BROWNSTONE BUILDING IN CLINTON HILLS,Manhattan,East Harlem,Entire home/apt,540,20,05/12/2018
PRIVATE TERRACE IN THE EAST VILLAGE,Queens,Astoria,Private room,65,16,01/07/2019
NICEQUIET10 MINUTES TO TIME SQUARE.,Manhattan,Upper West Side,Entire home/apt,160,75,29/06/2019
RENOVATED 2BR APARTMENT MIN 30 DAY,Bronx,Clason Point,Entire home/apt,155,19,01/07/2019
HOUSEBOAT IN THE ROCKAWAYS,Manhattan,Harlem,Private room,39,33,04/06/2019
THE KOOK HOUSE  - ROCKAWAYS BEST SUMMER HOUSE!!,Brooklyn,Crown Heights,Entire home/apt,115,76,16/06/2019
HOME SWEET HOME :),Manhattan,SoHo,Entire home/apt,110,3,26/03/2017
COZY HOUSE 10 MINS FROM LA GUARDIA!,Manhattan,Upper West Side,Private room,100,172,01/07/2019
ART FILLED BROOKLYN HIDEAWAY WITH PRIVATE BATHROOM,Brooklyn,Flatlands,Entire home/apt,125,10,25/01/2019
"HOUSE OF MUSIC AND ART, SMALL HAPPY ROOM",Brooklyn,Bedford-Stuyvesant,Entire home/apt,210,10,18/05/2019
AMAZING STUDIO-LOFT W/OUTDOOR SPACE,Staten Island,Stapleton,Entire home/apt,180,139,23/06/2019
ROYAL OXFORD,Manhattan,East Harlem,Private room,90,265,06/01/2019
"CITY VIEW, LONG ISLAND CITY 1 BR",Manhattan,Harlem,Private room,50,46,24/08/2017
ADORABLE ROOM ON THE UPPER EAST SIDE!,Manhattan,Greenwich Village,Entire home/apt,140,37,26/06/2019
AMAZING APARTMENT WITH GREAT VIEWS,Manhattan,East Village,Entire home/apt,233,17,15/07/2018
BROOKLYN ZEN GEM SPACIOUS BEDROOM,Brooklyn,East Flatbush,Private room,60,6,03/02/2019
LUXURY 1-BEDROOM KING SUITE WITH CENTRAL PARK VIEW,Manhattan,Gramercy,Entire home/apt,150,1,08/10/2014
BRIGHT BROOKLYN BED-STUY APARTMENT,Brooklyn,Bay Ridge,Entire home/apt,130,1,26/05/2018
1 BEDROOM-MANHATTANS EAST VILLAGE,Brooklyn,Williamsburg,Private room,89,30,26/05/2019
WOODYALLEN FILMSET-LIKE DIGS (ROOM),Queens,Woodside,Entire home/apt,150,110,27/06/2019
TWO ADJOINED ROOMS WILLIAMSBURG,Manhattan,Roosevelt Island,Entire home/apt,1400,31,03/12/2015
LARGE PRIVATE STUDIO NEWLY RENEVATED,Manhattan,Harlem,Private room,88,171,16/06/2019
COZY PRIVATE BDRM/BTHRM IN MIDTOWN,Manhattan,Harlem,Shared room,75,6,13/06/2019
ENTIRE 1 BEDROOM APT,Manhattan,Chelsea,Entire home/apt,500,27,17/09/2016
STUDIO IN THE LES,Manhattan,Upper West Side,Private room,75,65,05/07/2019
HARLEM TREASURE,Manhattan,Gramercy,Entire home/apt,130,2,30/10/2015
PARK SLOPE BROWNSTONE DUPLEX (UNFURNISHED),Manhattan,East Village,Entire home/apt,170,11,09/05/2019
BEDROOM IN FABULOUS W. VILLAGE APT!,Manhattan,Chelsea,Entire home/apt,300,11,20/05/2019
"LAMBE¬ÄôS VACATION RENTALS- MASPETH, QUEENS",Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,259,30/06/2019
MODERN PRIME LOCATION IN WILLIAMSBURG,Brooklyn,Bushwick,Entire home/apt,93,23,24/06/2018
GORGEOUS GARDEN APARTMENT IN PARK SLOPE,Brooklyn,Bedford-Stuyvesant,Entire home/apt,119,209,19/06/2019
PRIVATE SMALL GREY ROOM,Manhattan,Lower East Side,Entire home/apt,180,24,10/10/2018
AMAZING BRIGHT BEDROOM IN HARLEM,Manhattan,Harlem,Entire home/apt,226,8,19/10/2015
PRIVATE PARK SLOPE BROOKLYN HIDEAWAY,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,122,10/06/2019
GARDEN COMMONS BUSHWICK 5 BEDROOM,Queens,Astoria,Private room,65,5,07/07/2019
GREAT BEDROOM IN HELL'S KITCHEN,Queens,Astoria,Private room,250,22,02/01/2018
CHARMING ONE BEDROOM APT IN LES/CHINATOWN,Manhattan,Little Italy,Private room,95,135,16/06/2019
STYLISH NYC ART LOFT,Brooklyn,Park Slope,Entire home/apt,185,111,07/06/2019
PRIVATE MODERN ENTIRE APT FOR YOU,Manhattan,East Harlem,Private room,55,163,14/05/2019
CHARMING HOME IN BROOKLYN TOWNHOUSE,Manhattan,Lower East Side,Private room,170,22,14/10/2018
GRAMERCY STUDIO W/ PRIVATE GARDEN,Brooklyn,Park Slope,Entire home/apt,100,18,24/06/2019
LARGE WILLIAMSBURG (BROOKLYN) ROOM,Brooklyn,Williamsburg,Entire home/apt,120,135,03/07/2019
HOME IN LOWER EAST SIDE,Manhattan,Harlem,Entire home/apt,129,91,17/06/2019
NEW BEDROOM FOR ONE (1) PROFESSIONAL.,Queens,Elmhurst,Entire home/apt,78,133,23/06/2019
